year,city,country,avg_temp
2009,Wuxi,China,17.01
2010,Wuxi,China,16.75
2011,Wuxi,China,16.52
2012,Wuxi,China,16.47
2013,Wuxi,China,17.86
1820,Xian,China,9.55
1821,Xian,China,11.12
1822,Xian,China,11.16
1823,Xian,China,11.76
1824,Xian,China,
1825,Xian,China,
1826,Xian,China,
1827,Xian,China,
1828,Xian,China,
1829,Xian,China,
1830,Xian,China,
1831,Xian,China,
1832,Xian,China,
1833,Xian,China,
1834,Xian,China,
1835,Xian,China,
1836,Xian,China,
1837,Xian,China,21.19
1838,Xian,China,
1839,Xian,China,
1840,Xian,China,10.81
1841,Xian,China,10.26
1842,Xian,China,11.05
1843,Xian,China,11.12
1844,Xian,China,11.01
1845,Xian,China,10.91
1846,Xian,China,11.49
1847,Xian,China,11.24
1848,Xian,China,10.79
1849,Xian,China,10.94
1850,Xian,China,10.76
1851,Xian,China,10.70
1852,Xian,China,10.73
1853,Xian,China,11.05
1854,Xian,China,11.29
1855,Xian,China,11.20
1856,Xian,China,10.89
1857,Xian,China,10.91
1858,Xian,China,11.14
1859,Xian,China,11.38
1860,Xian,China,10.50
1861,Xian,China,10.69
1862,Xian,China,10.14
1863,Xian,China,11.15
1864,Xian,China,10.50
1865,Xian,China,11.14
1866,Xian,China,11.28
1867,Xian,China,10.43
1868,Xian,China,11.36
1869,Xian,China,11.59
1870,Xian,China,11.11
1871,Xian,China,11.36
1872,Xian,China,11.35
1873,Xian,China,11.58
1874,Xian,China,11.41
1875,Xian,China,11.25
1876,Xian,China,11.40
1877,Xian,China,10.92
1878,Xian,China,11.22
1879,Xian,China,11.43
1880,Xian,China,10.85
1881,Xian,China,11.23
1882,Xian,China,11.28
1883,Xian,China,10.85
1884,Xian,China,10.54
1885,Xian,China,10.58
1886,Xian,China,10.86
1887,Xian,China,10.91
1888,Xian,China,10.95
1889,Xian,China,11.00
1890,Xian,China,11.44
1891,Xian,China,11.42
1892,Xian,China,11.04
1893,Xian,China,10.95
1894,Xian,China,11.44
1895,Xian,China,10.83
1896,Xian,China,11.15
1897,Xian,China,11.01
1898,Xian,China,11.50
1899,Xian,China,11.36
1900,Xian,China,11.14
1901,Xian,China,11.28
1902,Xian,China,11.83
1903,Xian,China,11.05
1904,Xian,China,11.23
1905,Xian,China,10.39
1906,Xian,China,10.92
1907,Xian,China,11.31
1908,Xian,China,11.05
1909,Xian,China,11.23
1910,Xian,China,10.75
1911,Xian,China,10.80
1912,Xian,China,10.77
1913,Xian,China,11.04
1914,Xian,China,11.75
1915,Xian,China,11.20
1916,Xian,China,10.96
1917,Xian,China,10.97
1918,Xian,China,10.72
1919,Xian,China,11.64
1920,Xian,China,11.69
1921,Xian,China,11.25
1922,Xian,China,11.73
1923,Xian,China,11.64
1924,Xian,China,11.67
1925,Xian,China,11.50
1926,Xian,China,11.69
1927,Xian,China,11.89
1928,Xian,China,12.16
1929,Xian,China,11.65
1930,Xian,China,11.47
1931,Xian,China,11.62
1932,Xian,China,12.50
1933,Xian,China,11.88
1934,Xian,China,11.31
1935,Xian,China,11.68
1936,Xian,China,11.22
1937,Xian,China,11.51
1938,Xian,China,11.78
1939,Xian,China,12.16
1940,Xian,China,11.93
1941,Xian,China,12.61
1942,Xian,China,12.42
1943,Xian,China,11.82
1944,Xian,China,11.49
1945,Xian,China,12.18
1946,Xian,China,12.24
1947,Xian,China,11.99
1948,Xian,China,11.82
1949,Xian,China,11.80
1950,Xian,China,11.40
1951,Xian,China,11.48
1952,Xian,China,11.52
1953,Xian,China,12.03
1954,Xian,China,11.16
1955,Xian,China,11.70
1956,Xian,China,11.06
1957,Xian,China,11.58
1958,Xian,China,11.65
1959,Xian,China,11.92
1960,Xian,China,11.89
1961,Xian,China,12.03
1962,Xian,China,11.70
1963,Xian,China,11.48
1964,Xian,China,11.18
1965,Xian,China,11.82
1966,Xian,China,12.16
1967,Xian,China,10.96
1968,Xian,China,11.51
1969,Xian,China,11.47
1970,Xian,China,11.36
1971,Xian,China,11.52
1972,Xian,China,11.51
1973,Xian,China,12.23
1974,Xian,China,11.41
1975,Xian,China,11.55
1976,Xian,China,10.99
1977,Xian,China,12.04
1978,Xian,China,12.11
1979,Xian,China,12.05
1980,Xian,China,11.45
1981,Xian,China,11.56
1982,Xian,China,11.66
1983,Xian,China,11.32
1984,Xian,China,10.88
1985,Xian,China,11.32
1986,Xian,China,11.69
1987,Xian,China,12.26
1988,Xian,China,11.63
1989,Xian,China,11.48
1990,Xian,China,12.09
1991,Xian,China,11.79
1992,Xian,China,11.46
1993,Xian,China,11.17
1994,Xian,China,12.14
1995,Xian,China,12.25
1996,Xian,China,11.36
1997,Xian,China,12.50
1998,Xian,China,12.80
1999,Xian,China,12.70
2000,Xian,China,12.18
2001,Xian,China,12.43
2002,Xian,China,12.82
2003,Xian,China,11.90
2004,Xian,China,12.49
2005,Xian,China,12.24
2006,Xian,China,12.99
2007,Xian,China,12.77
2008,Xian,China,12.13
2009,Xian,China,12.53
2010,Xian,China,12.59
2011,Xian,China,12.08
2012,Xian,China,11.90
2013,Xian,China,14.46
1841,Xuzhou,China,13.01
1842,Xuzhou,China,13.78
1843,Xuzhou,China,13.88
1844,Xuzhou,China,13.83
1845,Xuzhou,China,13.81
1846,Xuzhou,China,14.30
1847,Xuzhou,China,14.21
1848,Xuzhou,China,13.66
1849,Xuzhou,China,13.85
1850,Xuzhou,China,13.58
1851,Xuzhou,China,13.35
1852,Xuzhou,China,13.50
1853,Xuzhou,China,13.87
1854,Xuzhou,China,14.19
1855,Xuzhou,China,14.15
1856,Xuzhou,China,13.83
1857,Xuzhou,China,13.99
1858,Xuzhou,China,13.94
1859,Xuzhou,China,14.14
1860,Xuzhou,China,13.22
1861,Xuzhou,China,13.49
1862,Xuzhou,China,12.96
1863,Xuzhou,China,13.89
1864,Xuzhou,China,13.32
1865,Xuzhou,China,13.94
1866,Xuzhou,China,13.96
1867,Xuzhou,China,14.38
1868,Xuzhou,China,14.18
1869,Xuzhou,China,14.53
1870,Xuzhou,China,14.15
1871,Xuzhou,China,14.36
1872,Xuzhou,China,14.24
1873,Xuzhou,China,14.17
1874,Xuzhou,China,14.12
1875,Xuzhou,China,14.02
1876,Xuzhou,China,14.31
1877,Xuzhou,China,13.73
1878,Xuzhou,China,13.85
1879,Xuzhou,China,14.27
1880,Xuzhou,China,13.59
1881,Xuzhou,China,13.95
1882,Xuzhou,China,14.03
1883,Xuzhou,China,13.72
1884,Xuzhou,China,13.25
1885,Xuzhou,China,13.31
1886,Xuzhou,China,13.54
1887,Xuzhou,China,13.79
1888,Xuzhou,China,13.89
1889,Xuzhou,China,13.61
1890,Xuzhou,China,14.43
1891,Xuzhou,China,14.22
1892,Xuzhou,China,13.77
1893,Xuzhou,China,13.45
1894,Xuzhou,China,14.51
1895,Xuzhou,China,13.50
1896,Xuzhou,China,13.96
1897,Xuzhou,China,13.90
1898,Xuzhou,China,14.75
1899,Xuzhou,China,14.57
1900,Xuzhou,China,14.11
1901,Xuzhou,China,13.86
1902,Xuzhou,China,14.81
1903,Xuzhou,China,14.18
1904,Xuzhou,China,14.15
1905,Xuzhou,China,13.67
1906,Xuzhou,China,13.68
1907,Xuzhou,China,14.08
1908,Xuzhou,China,13.95
1909,Xuzhou,China,14.03
1910,Xuzhou,China,13.46
1911,Xuzhou,China,13.51
1912,Xuzhou,China,13.77
1913,Xuzhou,China,13.81
1914,Xuzhou,China,14.75
1915,Xuzhou,China,13.98
1916,Xuzhou,China,13.72
1917,Xuzhou,China,13.49
1918,Xuzhou,China,13.73
1919,Xuzhou,China,14.48
1920,Xuzhou,China,14.51
1921,Xuzhou,China,13.81
1922,Xuzhou,China,14.49
1923,Xuzhou,China,14.09
1924,Xuzhou,China,14.24
1925,Xuzhou,China,14.22
1926,Xuzhou,China,14.39
1927,Xuzhou,China,14.71
1928,Xuzhou,China,14.82
1929,Xuzhou,China,14.24
1930,Xuzhou,China,14.19
1931,Xuzhou,China,14.00
1932,Xuzhou,China,14.67
1933,Xuzhou,China,14.16
1934,Xuzhou,China,14.03
1935,Xuzhou,China,14.77
1936,Xuzhou,China,13.59
1937,Xuzhou,China,14.10
1938,Xuzhou,China,14.77
1939,Xuzhou,China,14.78
1940,Xuzhou,China,14.80
1941,Xuzhou,China,15.05
1942,Xuzhou,China,14.80
1943,Xuzhou,China,14.57
1944,Xuzhou,China,14.37
1945,Xuzhou,China,14.55
1946,Xuzhou,China,15.13
1947,Xuzhou,China,14.17
1948,Xuzhou,China,14.91
1949,Xuzhou,China,14.95
1950,Xuzhou,China,14.59
1951,Xuzhou,China,14.64
1952,Xuzhou,China,14.20
1953,Xuzhou,China,15.21
1954,Xuzhou,China,13.91
1955,Xuzhou,China,14.53
1956,Xuzhou,China,13.59
1957,Xuzhou,China,13.64
1958,Xuzhou,China,14.50
1959,Xuzhou,China,14.93
1960,Xuzhou,China,14.82
1961,Xuzhou,China,15.46
1962,Xuzhou,China,14.70
1963,Xuzhou,China,14.27
1964,Xuzhou,China,14.27
1965,Xuzhou,China,14.73
1966,Xuzhou,China,14.97
1967,Xuzhou,China,14.38
1968,Xuzhou,China,14.69
1969,Xuzhou,China,13.53
1970,Xuzhou,China,14.21
1971,Xuzhou,China,14.31
1972,Xuzhou,China,13.97
1973,Xuzhou,China,14.56
1974,Xuzhou,China,14.20
1975,Xuzhou,China,14.87
1976,Xuzhou,China,14.07
1977,Xuzhou,China,14.83
1978,Xuzhou,China,15.25
1979,Xuzhou,China,14.76
1980,Xuzhou,China,14.11
1981,Xuzhou,China,14.49
1982,Xuzhou,China,14.73
1983,Xuzhou,China,14.91
1984,Xuzhou,China,13.93
1985,Xuzhou,China,14.09
1986,Xuzhou,China,14.45
1987,Xuzhou,China,14.82
1988,Xuzhou,China,14.73
1989,Xuzhou,China,14.77
1990,Xuzhou,China,15.14
1991,Xuzhou,China,14.36
1992,Xuzhou,China,14.58
1993,Xuzhou,China,14.38
1994,Xuzhou,China,15.65
1995,Xuzhou,China,15.00
1996,Xuzhou,China,14.58
1997,Xuzhou,China,15.29
1998,Xuzhou,China,15.74
1999,Xuzhou,China,15.54
2000,Xuzhou,China,15.26
2001,Xuzhou,China,15.26
2002,Xuzhou,China,15.82
2003,Xuzhou,China,14.67
2004,Xuzhou,China,15.71
2005,Xuzhou,China,15.04
2006,Xuzhou,China,15.87
2007,Xuzhou,China,15.82
2008,Xuzhou,China,15.10
2009,Xuzhou,China,15.30
2010,Xuzhou,China,15.18
2011,Xuzhou,China,14.83
2012,Xuzhou,China,15.02
2013,Xuzhou,China,16.86
